	network	network_description	compute	protocol	k	protocol_description	block_interval	activation_delay	number_activations	activations	incentive_scheme	incentive_scheme_description	strategy	strategy_description	reward	ca_time	ca_height	machine_duration_s	error	version	attacker_compute	attacker_relative_activations	attacker_relative_reward	attacker_efficiency
54	gamma-0.75-alpha-0.2	1 attacker, alpha=0.2, 4 symmetric defenders, constant propagation delays modeling gamma=0.75. with defender message delay 0.0001)	0.2|0.2|0.2|0.2|0.2	nakamoto	1	Nakamoto consensus	1.0	1.0	10000	1984|2000|1978|2005|2033	constant	1 per confirmed block	ssz-honest	SSZ'16 attack space; emulate honest behaviour	1984.|2000.|1978.|2005.|2033.	9845.16868232	10000	0.150875156		local-v0.4-47-g351acb8	0.2	0.1984	0.1984	1.0
55	gamma-0-alpha-0.25	1 attacker, alpha=0.25, 1 symmetric defenders, constant propagation delays modeling gamma=0. with defender message delay 0.0001)	0.25|0.75	nakamoto	1	Nakamoto consensus	1.0	1.0	10000	2563|7437	constant	1 per confirmed block	ssz-eyal-sirer-2014	SSZ'16 attack space; Eyal and Sirer 2014	1669.|6481.	9893.15971749	8150	0.109452701		local-v0.4-47-g351acb8	0.25	0.2563	0.20478527607361963	0.7990061493313291
56	gamma-0.5-alpha-0.25	1 attacker, alpha=0.25, 2 symmetric defenders, constant propagation delays modeling gamma=0.5. with defender message delay 0.0001)	0.25|0.375|0.375	nakamoto	1	Nakamoto consensus	1.0	1.0	10000	2506|3801|3693	constant	1 per confirmed block	ssz-eyal-sirer-2014	SSZ'16 attack space; Eyal and Sirer 2014	2010.|3145.|3041.	9875.67528837	8196	0.069988231		local-v0.4-47-g351acb8	0.25	0.2506	0.2452415812591508	0.9786176426941373
57	gamma-0-alpha-0.25	1 attacker, alpha=0.25, 1 symmetric defenders, constant propagation delays modeling gamma=0. with defender message delay 0.0001)	0.25|0.75	nakamoto	1	Nakamoto consensus	1.0	1.0	10000	2521|7479	constant	1 per confirmed block	ssz-honest	SSZ'16 attack space; emulate honest behaviour	2521.|7479.	9910.86340029	10000	0.091874395		local-v0.4-47-g351acb8	0.25	0.2521	0.2521	1.0
58	gamma-0-alpha-0.25	1 attacker, alpha=0.25, 1 symmetric defenders, constant propagation delays modeling gamma=0. with defender message delay 0.0001)	0.25|0.75	nakamoto	1	Nakamoto consensus	1.0	1.0	10000	2477|7523	constant	1 per confirmed block	ssz-simple	SSZ'16 attack space; simple withholding policy	1484.|6782.	10086.727965	8266	0.111013299		local-v0.4-47-g351acb8	0.25	0.2477	0.1795306073070409	0.7247905018451388
59	gamma-0.9-alpha-0.2	1 attacker, alpha=0.2, 11 symmetric defenders, constant propagation delays modeling gamma=0.9. with defender message delay 0.0001)	0.2|0.0727272727273|0.0727272727273|0.0727272727273|0.0727272727273|0.0727272727273|0.0727272727273|0.0727272727273|0.0727272727273|0.0727272727273|0.0727272727273|0.0727272727273	nakamoto	1	Nakamoto consensus	1.0	1.0	10000	2066|713|710|756|717|707|698|685|756|740|703|749	constant	1 per confirmed block	ssz-sapirshtein-2016-sm1	SSZ'16 attack space; Sapirshtein et al. 2016, SM1	1980.|579.|581.|612.|593.|571.|594.|572.|617.|603.|563.|609.	9897.171044	8474	0.235443299		local-v0.4-47-g351acb8	0.19999999999994006	0.2066	0.23365588860042483	1.1309578344647861
60	gamma-0.9-alpha-0.2	1 attacker, alpha=0.2, 11 symmetric defenders, constant propagation delays modeling gamma=0.9. with defender message delay 0.0001)	0.2|0.0727272727273|0.0727272727273|0.0727272727273|0.0727272727273|0.0727272727273|0.0727272727273|0.0727272727273|0.0727272727273|0.0727272727273|0.0727272727273|0.0727272727273	nakamoto	1	Nakamoto consensus	1.0	1.0	10000	2044|721|717|704|732|740|717|749|733|699|697|747	constant	1 per confirmed block	ssz-eyal-sirer-2014	SSZ'16 attack space; Eyal and Sirer 2014	1923.|606.|604.|589.|625.|610.|573.|603.|591.|554.|561.|622.	9987.72319781	8461	0.229563092		local-v0.4-47-g351acb8	0.19999999999994006	0.2044	0.22727809951542371	1.1119280798210553
61	gamma-0.5-alpha-0.25	1 attacker, alpha=0.25, 2 symmetric defenders, constant propagation delays modeling gamma=0.5. with defender message delay 0.0001)	0.25|0.375|0.375	nakamoto	1	Nakamoto consensus	1.0	1.0	10000	2542|3737|3721	constant	1 per confirmed block	ssz-simple	SSZ'16 attack space; simple withholding policy	2001.|3104.|3139.	10171.1256973	8244	0.124931084		local-v0.4-47-g351acb8	0.25	0.2542	0.24272197962154293	0.9548464973310108
62	gamma-0.75-alpha-0.25	1 attacker, alpha=0.25, 4 symmetric defenders, constant propagation delays modeling gamma=0.75. with defender message delay 0.0001)	0.25|0.1875|0.1875|0.1875|0.1875	nakamoto	1	Nakamoto consensus	1.0	1.0	10000	2541|1850|1823|1906|1880	constant	1 per confirmed block	ssz-sapirshtein-2016-sm1	SSZ'16 attack space; Sapirshtein et al. 2016, SM1	2245.|1482.|1421.|1522.|1497.	9886.24004486	8167	0.079351204		local-v0.4-47-g351acb8	0.25	0.2541	0.2748867393167626	1.0818053495346818
63	gamma-0.5-alpha-0.25	1 attacker, alpha=0.25, 2 symmetric defenders, constant propagation delays modeling gamma=0.5. with defender message delay 0.0001)	0.25|0.375|0.375	nakamoto	1	Nakamoto consensus	1.0	1.0	10000	2545|3779|3676	constant	1 per confirmed block	ssz-sapirshtein-2016-sm1	SSZ'16 attack space; Sapirshtein et al. 2016, SM1	2047.|3086.|3029.	10077.3141908	8162	0.164665683		local-v0.4-47-g351acb8	0.25	0.2545	0.25079637343788286	0.9854474398345102
64	gamma-0.9-alpha-0.2	1 attacker, alpha=0.2, 11 symmetric defenders, constant propagation delays modeling gamma=0.9. with defender message delay 0.0001)	0.2|0.0727272727273|0.0727272727273|0.0727272727273|0.0727272727273|0.0727272727273|0.0727272727273|0.0727272727273|0.0727272727273|0.0727272727273|0.0727272727273|0.0727272727273	nakamoto	1	Nakamoto consensus	1.0	1.0	10000	2026|731|744|766|733|656|736|679|755|737|696|741	constant	1 per confirmed block	ssz-simple	SSZ'16 attack space; simple withholding policy	1925.|609.|619.|632.|626.|536.|610.|556.|633.|588.|581.|604.	10091.0840031	8519	0.259986364		local-v0.4-47-g351acb8	0.19999999999994006	0.2026	0.22596548890714874	1.115328178218898
65	gamma-0.5-alpha-0.25	1 attacker, alpha=0.25, 2 symmetric defenders, constant propagation delays modeling gamma=0.5. with defender message delay 0.0001)	0.25|0.375|0.375	nakamoto	1	Nakamoto consensus	1.0	1.0	10000	2576|3649|3775	constant	1 per confirmed block	ssz-honest	SSZ'16 attack space; emulate honest behaviour	2576.|3649.|3775.	9802.6897479	10000	0.109182212		local-v0.4-47-g351acb8	0.25	0.2576	0.2576	1.0
66	gamma-0.75-alpha-0.25	1 attacker, alpha=0.25, 4 symmetric defenders, constant propagation delays modeling gamma=0.75. with defender message delay 0.0001)	0.25|0.1875|0.1875|0.1875|0.1875	nakamoto	1	Nakamoto consensus	1.0	1.0	10000	2447|1911|1854|1884|1904	constant	1 per confirmed block	ssz-eyal-sirer-2014	SSZ'16 attack space; Eyal and Sirer 2014	2174.|1530.|1467.|1508.|1548.	10036.8782561	8227	0.105013275		local-v0.4-47-g351acb8	0.25	0.2447	0.2642518536526073	1.0799013226506222
67	gamma-0.75-alpha-0.25	1 attacker, alpha=0.25, 4 symmetric defenders, constant propagation delays modeling gamma=0.75. with defender message delay 0.0001)	0.25|0.1875|0.1875|0.1875|0.1875	nakamoto	1	Nakamoto consensus	1.0	1.0	10000	2419|1900|1857|1887|1937	constant	1 per confirmed block	ssz-simple	SSZ'16 attack space; simple withholding policy	2116.|1529.|1519.|1565.|1583.	9906.33858848	8312	0.148500276		local-v0.4-47-g351acb8	0.25	0.2419	0.25457170356111647	1.0523840577144128
68	gamma-0.75-alpha-0.25	1 attacker, alpha=0.25, 4 symmetric defenders, constant propagation delays modeling gamma=0.75. with defender message delay 0.0001)	0.25|0.1875|0.1875|0.1875|0.1875	nakamoto	1	Nakamoto consensus	1.0	1.0	10000	2566|1766|1891|1875|1902	constant	1 per confirmed block	ssz-honest	SSZ'16 attack space; emulate honest behaviour	2566.|1766.|1891.|1875.|1902.	9928.54445595	10000	0.137465206		local-v0.4-47-g351acb8	0.25	0.2566	0.2566	1.0
69	gamma-0.9-alpha-0.2	1 attacker, alpha=0.2, 11 symmetric defenders, constant propagation delays modeling gamma=0.9. with defender message delay 0.0001)	0.2|0.0727272727273|0.0727272727273|0.0727272727273|0.0727272727273|0.0727272727273|0.0727272727273|0.0727272727273|0.0727272727273|0.0727272727273|0.0727272727273|0.0727272727273	nakamoto	1	Nakamoto consensus	1.0	1.0	10000	2025|727|701|717|734|755|696|685|752|732|712|764	constant	1 per confirmed block	ssz-honest	SSZ'16 attack space; emulate honest behaviour	2025.|727.|701.|717.|734.|755.|696.|685.|752.|732.|712.|764.	10128.567308	10000	0.328436611		local-v0.4-47-g351acb8	0.19999999999994006	0.2025	0.2025	1.0
70	gamma-0-alpha-0.33	1 attacker, alpha=0.33, 1 symmetric defenders, constant propagation delays modeling gamma=0. with defender message delay 0.0001)	0.33|0.67	nakamoto	1	Nakamoto consensus	1.0	1.0	10000	3357|6643	constant	1 per confirmed block	ssz-simple	SSZ'16 attack space; simple withholding policy	2460.|5413.	9969.0868335	7873	0.082526722		local-v0.4-47-g351acb8	0.33	0.3357	0.31246030737965197	0.9307724378303603
71	gamma-0-alpha-0.33	1 attacker, alpha=0.33, 1 symmetric defenders, constant propagation delays modeling gamma=0. with defender message delay 0.0001)	0.33|0.67	nakamoto	1	Nakamoto consensus	1.0	1.0	10000	3279|6721	constant	1 per confirmed block	ssz-eyal-sirer-2014	SSZ'16 attack space; Eyal and Sirer 2014	2496.|5206.	9895.50526141	7702	0.110885518		local-v0.4-47-g351acb8	0.33	0.3279	0.3240716696961828	0.9883247017266934
72	gamma-0.9-alpha-0.25	1 attacker, alpha=0.25, 11 symmetric defenders, constant propagation delays modeling gamma=0.9. with defender message delay 0.0001)	0.25|0.0681818181818|0.0681818181818|0.0681818181818|0.0681818181818|0.0681818181818|0.0681818181818|0.0681818181818|0.0681818181818|0.0681818181818|0.0681818181818|0.0681818181818	nakamoto	1	Nakamoto consensus	1.0	1.0	10000	2466|697|720|707|665|692|657|710|708|671|666|641	constant	1 per confirmed block	ssz-simple	SSZ'16 attack space; simple withholding policy	2354.|556.|568.|547.|525.|556.|526.|550.|550.|539.|517.|495.	10022.9475763	8283	0.149498645		local-v0.4-47-g351acb8	0.25000000000004996	0.2466	0.28419654714475434	1.1524596396786468
73	gamma-0-alpha-0.33	1 attacker, alpha=0.33, 1 symmetric defenders, constant propagation delays modeling gamma=0. with defender message delay 0.0001)	0.33|0.67	nakamoto	1	Nakamoto consensus	1.0	1.0	10000	3293|6707	constant	1 per confirmed block	ssz-sapirshtein-2016-sm1	SSZ'16 attack space; Sapirshtein et al. 2016, SM1	2554.|5144.	9865.82218083	7698	0.142011162		local-v0.4-47-g351acb8	0.33	0.3293	0.331774486879709	1.0075143846939236
74	gamma-0.5-alpha-0.33	1 attacker, alpha=0.33, 2 symmetric defenders, constant propagation delays modeling gamma=0.5. with defender message delay 0.0001)	0.33|0.335|0.335	nakamoto	1	Nakamoto consensus	1.0	1.0	10000	3301|3322|3377	constant	1 per confirmed block	ssz-simple	SSZ'16 attack space; simple withholding policy	2763.|2567.|2552.	9901.66501163	7882	0.072579508		local-v0.4-47-g351acb8	0.33	0.3301	0.3505455468155291	1.061937433552042
75	gamma-0-alpha-0.33	1 attacker, alpha=0.33, 1 symmetric defenders, constant propagation delays modeling gamma=0. with defender message delay 0.0001)	0.33|0.67	nakamoto	1	Nakamoto consensus	1.0	1.0	10000	3284|6716	constant	1 per confirmed block	ssz-honest	SSZ'16 attack space; emulate honest behaviour	3284.|6716.	9869.26021001	10000	0.119066065		local-v0.4-47-g351acb8	0.33	0.3284	0.3284	1.0
76	gamma-0.9-alpha-0.25	1 attacker, alpha=0.25, 11 symmetric defenders, constant propagation delays modeling gamma=0.9. with defender message delay 0.0001)	0.25|0.0681818181818|0.0681818181818|0.0681818181818|0.0681818181818|0.0681818181818|0.0681818181818|0.0681818181818|0.0681818181818|0.0681818181818|0.0681818181818|0.0681818181818	nakamoto	1	Nakamoto consensus	1.0	1.0	10000	2505|693|702|694|657|665|703|674|663|670|678|696	constant	1 per confirmed block	ssz-sapirshtein-2016-sm1	SSZ'16 attack space; Sapirshtein et al. 2016, SM1	2416.|549.|532.|541.|506.|519.|531.|522.|525.|490.|536.|533.	9905.16982221	8200	0.254638568		local-v0.4-47-g351acb8	0.25000000000004996	0.2505	0.2946341463414634	1.1761842169319896
77	gamma-0.5-alpha-0.33	1 attacker, alpha=0.33, 2 symmetric defenders, constant propagation delays modeling gamma=0.5. with defender message delay 0.0001)	0.33|0.335|0.335	nakamoto	1	Nakamoto consensus	1.0	1.0	10000	3261|3333|3406	constant	1 per confirmed block	ssz-sapirshtein-2016-sm1	SSZ'16 attack space; Sapirshtein et al. 2016, SM1	2816.|2424.|2491.	10038.973622	7731	0.127125565		local-v0.4-47-g351acb8	0.33	0.3261	0.36424783339800804	1.1169820098068324
78	gamma-0.75-alpha-0.33	1 attacker, alpha=0.33, 4 symmetric defenders, constant propagation delays modeling gamma=0.75. with defender message delay 0.0001)	0.33|0.1675|0.1675|0.1675|0.1675	nakamoto	1	Nakamoto consensus	1.0	1.0	10000	3266|1697|1719|1636|1682	constant	1 per confirmed block	ssz-sapirshtein-2016-sm1	SSZ'16 attack space; Sapirshtein et al. 2016, SM1	3005.|1189.|1186.|1112.|1190.	10084.384371	7682	0.086262363		local-v0.4-47-g351acb8	0.33	0.3266	0.3911741733923457	1.1977163912809117
79	gamma-0.5-alpha-0.33	1 attacker, alpha=0.33, 2 symmetric defenders, constant propagation delays modeling gamma=0.5. with defender message delay 0.0001)	0.33|0.335|0.335	nakamoto	1	Nakamoto consensus	1.0	1.0	10000	3287|3415|3298	constant	1 per confirmed block	ssz-honest	SSZ'16 attack space; emulate honest behaviour	3287.|3415.|3298.	9878.0303784	10000	0.11383023		local-v0.4-47-g351acb8	0.33	0.3287	0.3287	1.0
80	gamma-0.9-alpha-0.25	1 attacker, alpha=0.25, 11 symmetric defenders, constant propagation delays modeling gamma=0.9. with defender message delay 0.0001)	0.25|0.0681818181818|0.0681818181818|0.0681818181818|0.0681818181818|0.0681818181818|0.0681818181818|0.0681818181818|0.0681818181818|0.0681818181818|0.0681818181818|0.0681818181818	nakamoto	1	Nakamoto consensus	1.0	1.0	10000	2589|689|684|673|665|654|629|640|708|700|678|691	constant	1 per confirmed block	ssz-eyal-sirer-2014	SSZ'16 attack space; Eyal and Sirer 2014	2493.|536.|533.|505.|519.|487.|490.|472.|547.|531.|512.|520.	9876.63430258	8145	0.265874707		local-v0.4-47-g351acb8	0.25000000000004996	0.2589	0.3060773480662983	1.1822222791282282
81	gamma-0.5-alpha-0.33	1 attacker, alpha=0.33, 2 symmetric defenders, constant propagation delays modeling gamma=0.5. with defender message delay 0.0001)	0.33|0.335|0.335	nakamoto	1	Nakamoto consensus	1.0	1.0	10000	3338|3325|3337	constant	1 per confirmed block	ssz-eyal-sirer-2014	SSZ'16 attack space; Eyal and Sirer 2014	2902.|2339.|2392.	10036.2873611	7633	0.172727687		local-v0.4-47-g351acb8	0.33	0.3338	0.38019127472815406	1.1389792532299403
82	gamma-0.75-alpha-0.33	1 attacker, alpha=0.33, 4 symmetric defenders, constant propagation delays modeling gamma=0.75. with defender message delay 0.0001)	0.33|0.1675|0.1675|0.1675|0.1675	nakamoto	1	Nakamoto consensus	1.0	1.0	10000	3257|1699|1619|1724|1701	constant	1 per confirmed block	ssz-simple	SSZ'16 attack space; simple withholding policy	2986.|1241.|1193.|1272.|1232.	10090.0009344	7924	0.086725575		local-v0.4-47-g351acb8	0.33	0.3257	0.3768298838970217	1.1569845990083565
83	gamma-0.9-alpha-0.25	1 attacker, alpha=0.25, 11 symmetric defenders, constant propagation delays modeling gamma=0.9. with defender message delay 0.0001)	0.25|0.0681818181818|0.0681818181818|0.0681818181818|0.0681818181818|0.0681818181818|0.0681818181818|0.0681818181818|0.0681818181818|0.0681818181818|0.0681818181818|0.0681818181818	nakamoto	1	Nakamoto consensus	1.0	1.0	10000	2475|703|744|666|703|640|658|668|660|710|732|641	constant	1 per confirmed block	ssz-honest	SSZ'16 attack space; emulate honest behaviour	2475.|703.|744.|665.|703.|640.|658.|667.|659.|710.|732.|641.	10038.9597782	9997	0.296646916		local-v0.4-47-g351acb8	0.25000000000004996	0.2475	0.2475742722816845	1.000300090027008
84	gamma-0-alpha-0.4	1 attacker, alpha=0.4, 1 symmetric defenders, constant propagation delays modeling gamma=0. with defender message delay 0.0001)	0.4|0.6	nakamoto	1	Nakamoto consensus	1.0	1.0	10000	3964|6036	constant	1 per confirmed block	ssz-simple	SSZ'16 attack space; simple withholding policy	3190.|4441.	9803.05168846	7631	0.062035863		local-v0.4-47-g351acb8	0.4	0.3964	0.41803171275062245	1.0545704156171103
85	gamma-0.75-alpha-0.33	1 attacker, alpha=0.33, 4 symmetric defenders, constant propagation delays modeling gamma=0.75. with defender message delay 0.0001)	0.33|0.1675|0.1675|0.1675|0.1675	nakamoto	1	Nakamoto consensus	1.0	1.0	10000	3334|1660|1643|1692|1671	constant	1 per confirmed block	ssz-eyal-sirer-2014	SSZ'16 attack space; Eyal and Sirer 2014	3057.|1140.|1128.|1203.|1129.	10001.2699597	7657	0.178329591		local-v0.4-47-g351acb8	0.33	0.3334	0.39924252318140263	1.197488071929822
86	gamma-0.75-alpha-0.33	1 attacker, alpha=0.33, 4 symmetric defenders, constant propagation delays modeling gamma=0.75. with defender message delay 0.0001)	0.33|0.1675|0.1675|0.1675|0.1675	nakamoto	1	Nakamoto consensus	1.0	1.0	10000	3382|1646|1645|1693|1634	constant	1 per confirmed block	ssz-honest	SSZ'16 attack space; emulate honest behaviour	3381.|1646.|1645.|1693.|1634.	9950.88844285	9999	0.145032549		local-v0.4-47-g351acb8	0.33	0.3382	0.33813381338133813	0.999804297401946
87	gamma-0.9-alpha-0.33	1 attacker, alpha=0.33, 11 symmetric defenders, constant propagation delays modeling gamma=0.9. with defender message delay 0.0001)	0.33|0.0609090909091|0.0609090909091|0.0609090909091|0.0609090909091|0.0609090909091|0.0609090909091|0.0609090909091|0.0609090909091|0.0609090909091|0.0609090909091|0.0609090909091	nakamoto	1	Nakamoto consensus	1.0	1.0	10000	3247|600|597|613|610|620|588|634|664|597|614|616	constant	1 per confirmed block	ssz-simple	SSZ'16 attack space; simple withholding policy	3143.|417.|434.|426.|432.|439.|407.|460.|455.|406.|442.|459.	9950.20635155	7920	0.164232637		local-v0.4-47-g351acb8	0.329999999999967	0.3247	0.39684343434343433	1.2221848917260065
88	gamma-0.5-alpha-0.4	1 attacker, alpha=0.4, 2 symmetric defenders, constant propagation delays modeling gamma=0.5. with defender message delay 0.0001)	0.4|0.3|0.3	nakamoto	1	Nakamoto consensus	1.0	1.0	10000	4007|2960|3033	constant	1 per confirmed block	ssz-eyal-sirer-2014	SSZ'16 attack space; Eyal and Sirer 2014	3665.|1654.|1700.	9937.3658179	7019	0.096014878		local-v0.4-47-g351acb8	0.4	0.4007	0.5221541530132497	1.3031049488725974
89	gamma-0-alpha-0.4	1 attacker, alpha=0.4, 1 symmetric defenders, constant propagation delays modeling gamma=0. with defender message delay 0.0001)	0.4|0.6	nakamoto	1	Nakamoto consensus	1.0	1.0	10000	4098|5902	constant	1 per confirmed block	ssz-sapirshtein-2016-sm1	SSZ'16 attack space; Sapirshtein et al. 2016, SM1	3529.|3450.	10003.2832028	6979	0.17354229		local-v0.4-47-g351acb8	0.4	0.4098	0.5056598366528156	1.2339185862684616
90	gamma-0-alpha-0.4	1 attacker, alpha=0.4, 1 symmetric defenders, constant propagation delays modeling gamma=0. with defender message delay 0.0001)	0.4|0.6	nakamoto	1	Nakamoto consensus	1.0	1.0	10000	4008|5992	constant	1 per confirmed block	ssz-honest	SSZ'16 attack space; emulate honest behaviour	4008.|5992.	9879.29873556	10000	0.137184567		local-v0.4-47-g351acb8	0.4	0.4008	0.4008	1.0
91	gamma-0.5-alpha-0.4	1 attacker, alpha=0.4, 2 symmetric defenders, constant propagation delays modeling gamma=0.5. with defender message delay 0.0001)	0.4|0.3|0.3	nakamoto	1	Nakamoto consensus	1.0	1.0	10000	3998|2962|3040	constant	1 per confirmed block	ssz-honest	SSZ'16 attack space; emulate honest behaviour	3998.|2962.|3040.	9945.34499502	10000	0.057314637		local-v0.4-47-g351acb8	0.4	0.3998	0.3998	1.0
92	gamma-0-alpha-0.4	1 attacker, alpha=0.4, 1 symmetric defenders, constant propagation delays modeling gamma=0. with defender message delay 0.0001)	0.4|0.6	nakamoto	1	Nakamoto consensus	1.0	1.0	10000	3916|6084	constant	1 per confirmed block	ssz-eyal-sirer-2014	SSZ'16 attack space; Eyal and Sirer 2014	3310.|3854.	9825.09011486	7164	0.205276219		local-v0.4-47-g351acb8	0.4	0.3916	0.4620323841429369	1.1798579778930973
93	gamma-0.9-alpha-0.33	1 attacker, alpha=0.33, 11 symmetric defenders, constant propagation delays modeling gamma=0.9. with defender message delay 0.0001)	0.33|0.0609090909091|0.0609090909091|0.0609090909091|0.0609090909091|0.0609090909091|0.0609090909091|0.0609090909091|0.0609090909091|0.0609090909091|0.0609090909091|0.0609090909091	nakamoto	1	Nakamoto consensus	1.0	1.0	10000	3258|582|624|601|603|610|603|613|626|634|660|586	constant	1 per confirmed block	ssz-eyal-sirer-2014	SSZ'16 attack space; Eyal and Sirer 2014	3138.|408.|428.|375.|410.|381.|430.|436.|417.|430.|439.|400.	9793.40351879	7692	0.25723203		local-v0.4-47-g351acb8	0.329999999999967	0.3258	0.4079563182527301	1.2521679504380911
94	gamma-0.5-alpha-0.4	1 attacker, alpha=0.4, 2 symmetric defenders, constant propagation delays modeling gamma=0.5. with defender message delay 0.0001)	0.4|0.3|0.3	nakamoto	1	Nakamoto consensus	1.0	1.0	10000	3973|3038|2989	constant	1 per confirmed block	ssz-simple	SSZ'16 attack space; simple withholding policy	3499.|2050.|2073.	10042.2632964	7622	0.144357358		local-v0.4-47-g351acb8	0.4	0.3973	0.4590658619784833	1.15546403719729
95	gamma-0.9-alpha-0.33	1 attacker, alpha=0.33, 11 symmetric defenders, constant propagation delays modeling gamma=0.9. with defender message delay 0.0001)	0.33|0.0609090909091|0.0609090909091|0.0609090909091|0.0609090909091|0.0609090909091|0.0609090909091|0.0609090909091|0.0609090909091|0.0609090909091|0.0609090909091|0.0609090909091	nakamoto	1	Nakamoto consensus	1.0	1.0	10000	3379|627|581|640|570|630|610|598|589|592|611|573	constant	1 per confirmed block	ssz-honest	SSZ'16 attack space; emulate honest behaviour	3379.|627.|581.|640.|570.|630.|610.|598.|589.|592.|611.|573.	9834.65386087	10000	0.247994363		local-v0.4-47-g351acb8	0.329999999999967	0.3379	0.3379	1.0
96	gamma-0.9-alpha-0.33	1 attacker, alpha=0.33, 11 symmetric defenders, constant propagation delays modeling gamma=0.9. with defender message delay 0.0001)	0.33|0.0609090909091|0.0609090909091|0.0609090909091|0.0609090909091|0.0609090909091|0.0609090909091|0.0609090909091|0.0609090909091|0.0609090909091|0.0609090909091|0.0609090909091	nakamoto	1	Nakamoto consensus	1.0	1.0	10000	3349|613|638|597|607|625|594|578|603|591|612|593	constant	1 per confirmed block	ssz-sapirshtein-2016-sm1	SSZ'16 attack space; Sapirshtein et al. 2016, SM1	3246.|414.|413.|387.|403.|405.|408.|358.|411.|391.|393.|375.	9932.88254653	7604	0.289548967		local-v0.4-47-g351acb8	0.329999999999967	0.3349	0.4268805891635981	1.2746509082221502
97	gamma-0.5-alpha-0.4	1 attacker, alpha=0.4, 2 symmetric defenders, constant propagation delays modeling gamma=0.5. with defender message delay 0.0001)	0.4|0.3|0.3	nakamoto	1	Nakamoto consensus	1.0	1.0	10000	3924|3020|3056	constant	1 per confirmed block	ssz-sapirshtein-2016-sm1	SSZ'16 attack space; Sapirshtein et al. 2016, SM1	3565.|1737.|1823.	9997.65199727	7125	0.175739104		local-v0.4-47-g351acb8	0.4	0.3924	0.5003508771929824	1.275104172255307
98	gamma-0.75-alpha-0.4	1 attacker, alpha=0.4, 4 symmetric defenders, constant propagation delays modeling gamma=0.75. with defender message delay 0.0001)	0.4|0.15|0.15|0.15|0.15	nakamoto	1	Nakamoto consensus	1.0	1.0	10000	3981|1497|1529|1509|1484	constant	1 per confirmed block	ssz-sapirshtein-2016-sm1	SSZ'16 attack space; Sapirshtein et al. 2016, SM1	3796.|815.|837.|796.|798.	10024.2040494	7042	0.115643192		local-v0.4-47-g351acb8	0.4	0.3981	0.5390514058506106	1.354060301056545
