network	network_description	compute	protocol	k	protocol_description	block_interval	activation_delay	number_activations	activations	incentive_scheme	incentive_scheme_description	strategy	strategy_description	reward	machine_duration_s	error	
honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	bk+ll	2	Bₖ with less leader modification with k=2	300.	150.	1000000	18054|36602|54721|72633|90925|109089|127159|145460|163610|181747	block	1 per confirmed block	none		9000.|18125.|27284.|36141.|45133.|53950.|63427.|72162.|81574.|90307.	26.835202391		
honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	bk+ll	2	Bₖ with less leader modification with k=2	120.	60.	1000000	18054|36602|54721|72633|90925|109089|127159|145460|163610|181747	constant	1 per confirmed pow solution	none		17745.|35963.|53797.|71428.|89529.|107459.|125329.|143503.|161402.|179451.	25.577788482		
honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	bk+ll	2	Bₖ with less leader modification with k=2	120.	60.	1000000	18054|36602|54721|72633|90925|109089|127159|145460|163610|181747	block	1 per confirmed block	none		8897.|18138.|26953.|35679.|44735.|53896.|62666.|71719.|80321.|89799.	26.843671735		
honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	george	2	George's protocol with k=2	300.	150.	1000000	18095|36012|54477|72842|90841|108910|127724|145697|163028|182374	constant	max k per confirmed block, d/k per pow solution on longest chain of votes (d ∊ 1..k = height since last block)	none		17957.|35764.|54109.|72368.|90248.|108242.|127014.|144886.|162126.|181440.	13.640011568		
honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	george	2	George's protocol with k=2	300.	150.	1000000	18095|36012|54477|72842|90841|108910|127724|145697|163028|182374	discount	1 per confirmed pow solution	none		17957.|35764.|54109.|72368.|90248.|108242.|127014.|144886.|162126.|181440.	14.674823331		
honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	george	2	George's protocol with k=2	300.	150.	1000000	18095|36012|54477|72842|90841|108910|127724|145697|163028|182374	punish	max k per confirmed block, 1 per pow solution on longest chain of votes	none		17957.|35764.|54109.|72368.|90248.|108242.|127014.|144886.|162126.|181440.	16.735906973		
honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	george	2	George's protocol with k=2	300.	150.	1000000	18095|36012|54477|72842|90841|108910|127724|145697|163028|182374	hybrid	max k per confirmed block, d/k per pow solution on longest chain of votes (d ∊ 1..k = height since last block)	none		17957.|35764.|54109.|72368.|90248.|108242.|127014.|144886.|162126.|181440.	18.296721124		
honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	george	2	George's protocol with k=2	300.	150.	1000000	18095|36012|54477|72842|90841|108910|127724|145697|163028|182374	block	1 per confirmed block	none		9008.|17976.|27092.|35871.|45360.|54175.|63359.|72499.|80887.|90850.	19.006047763		
honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	bk	2	Bₖ with k=2	600.	300.	1000000	18264|36486|54977|72512|90783|108822|127483|145599|163428|181646	constant	1 per confirmed pow solution	none		18216.|36384.|54840.|72321.|90562.|108562.|127192.|145279.|163056.|181298.	31.112204226		
honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	bk	2	Bₖ with k=2	600.	300.	1000000	18264|36486|54977|72512|90783|108822|127483|145599|163428|181646	block	1 per confirmed block	none		9175.|18161.|27602.|36200.|45345.|54008.|63604.|72714.|81405.|90641.	32.185336715		
honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	george	4	George's protocol with k=4	30.	7.5	1000000	18095|36012|54477|72842|90841|108910|127724|145697|163028|182374	constant	max k per confirmed block, d/k per pow solution on longest chain of votes (d ∊ 1..k = height since last block)	none		16798.|33544.|50981.|68424.|85397.|102665.|120695.|137958.|154672.|173630.	10.851046267		
honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	george	4	George's protocol with k=4	30.	7.5	1000000	18095|36012|54477|72842|90841|108910|127724|145697|163028|182374	discount	1 per confirmed pow solution	none		15914.75|31822.25|48363.5|64973.|81078.|97541.25|114773.5|131204.|147211.5|165319.25	11.773649812		
honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	george	4	George's protocol with k=4	30.	7.5	1000000	18095|36012|54477|72842|90841|108910|127724|145697|163028|182374	punish	max k per confirmed block, 1 per pow solution on longest chain of votes	none		15738.|31632.|48244.|64737.|80922.|97393.|114732.|131419.|147431.|165953.	12.566341659		
honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	george	4	George's protocol with k=4	30.	7.5	1000000	18095|36012|54477|72842|90841|108910|127724|145697|163028|182374	hybrid	max k per confirmed block, d/k per pow solution on longest chain of votes (d ∊ 1..k = height since last block)	none		15129.75|30410.5|46340.5|62244.|77770.|93643.75|110364.75|126365.5|141852.|159635.	13.34677724		
honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	george	4	George's protocol with k=4	30.	7.5	1000000	18095|36012|54477|72842|90841|108910|127724|145697|163028|182374	block	1 per confirmed block	none		4142.|8383.|12818.|16969.|21305.|25599.|29956.|34395.|38648.|43976.	13.889891791		
honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	bk	2	Bₖ with k=2	300.	150.	1000000	18346|36334|54973|72666|90894|108833|127508|145493|163510|181443	constant	1 per confirmed pow solution	none		18234.|36136.|54702.|72299.|90464.|108311.|126926.|144837.|162815.|180662.	33.650263195		
honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	bk	2	Bₖ with k=2	300.	150.	1000000	18346|36334|54973|72666|90894|108833|127508|145493|163510|181443	block	1 per confirmed block	none		9067.|18044.|27483.|36347.|45374.|53757.|63498.|72408.|81305.|90410.	34.81041293		
honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	bk	2	Bₖ with k=2	30.	15.	1000000	18103|36294|54692|73034|90966|108769|127714|145491|163399|181538	constant	1 per confirmed pow solution	none		17171.|34465.|52052.|69464.|86743.|103892.|122047.|139181.|156475.|174128.	34.173030508		
honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	bk	2	Bₖ with k=2	30.	15.	1000000	18103|36294|54692|73034|90966|108769|127714|145491|163399|181538	block	1 per confirmed block	none		8711.|17237.|26122.|34673.|43511.|51769.|61245.|69342.|78266.|86933.	35.544546649		
honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	bk	4	Bₖ with k=4	60.	15.	1000000	17981|36469|54464|72953|90840|108784|127328|145378|163640|182163	constant	1 per confirmed pow solution	none		17478.|35423.|52866.|70885.|88459.|105937.|124137.|141726.|159589.|177888.	20.846991966		
honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	bk	4	Bₖ with k=4	60.	15.	1000000	17981|36469|54464|72953|90840|108784|127328|145378|163640|182163	block	1 per confirmed block	none		4272.|8853.|13335.|18002.|22224.|26214.|31049.|35340.|39933.|44375.	21.880544708		
honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	bk	1	Bₖ with k=1	120.	120.	1000000	18067|36552|54663|72357|90827|109400|127607|145149|164015|181363	constant	1 per confirmed pow solution	none		17917.|36205.|54145.|71740.|90076.|108460.|126477.|144007.|162676.|179948.	39.658297613		
honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	bk	1	Bₖ with k=1	120.	120.	1000000	18067|36552|54663|72357|90827|109400|127607|145149|164015|181363	block	1 per confirmed block	none		17917.|36205.|54145.|71740.|90076.|108460.|126477.|144007.|162676.|179948.	42.088931569		
honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	bk+ll	8	Bₖ with less leader modification with k=8	30.	3.75	1000000	18095|36012|54477|72842|90841|108910|127724|145697|163028|182374	constant	1 per confirmed pow solution	none		16836.|33658.|50924.|68365.|85283.|102542.|120715.|137906.|154573.|173478.	14.298602087		
honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	bk+ll	8	Bₖ with less leader modification with k=8	30.	3.75	1000000	18095|36012|54477|72842|90841|108910|127724|145697|163028|182374	block	1 per confirmed block	none		2024.|4063.|6243.|8444.|10733.|12643.|15097.|17231.|19557.|22000.	15.775099132		
honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	bk+ll	4	Bₖ with less leader modification with k=4	120.	30.	1000000	18095|36012|54477|72842|90841|108910|127724|145697|163028|182374	constant	1 per confirmed pow solution	none		17771.|35400.|53578.|71696.|89432.|107238.|125884.|143663.|160829.|180057.	24.915919944		
honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	bk+ll	4	Bₖ with less leader modification with k=4	120.	30.	1000000	18095|36012|54477|72842|90841|108910|127724|145697|163028|182374	block	1 per confirmed block	none		4481.|8882.|13377.|17779.|22348.|26763.|31444.|35815.|40403.|45095.	26.401644891		
honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	bk+ll	4	Bₖ with less leader modification with k=4	30.	7.5	1000000	18095|36012|54477|72842|90841|108910|127724|145697|163028|182374	constant	1 per confirmed pow solution	none		16818.|33577.|51006.|68429.|85435.|102705.|120689.|137930.|154592.|173575.	27.121014029		
honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	bk+ll	4	Bₖ with less leader modification with k=4	30.	7.5	1000000	18095|36012|54477|72842|90841|108910|127724|145697|163028|182374	block	1 per confirmed block	none		4153.|8396.|12810.|16963.|21299.|25607.|29958.|34403.|38646.|43954.	27.803141293		
honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	bk+ll	4	Bₖ with less leader modification with k=4	60.	15.	1000000	18095|36012|54477|72842|90841|108910|127724|145697|163028|182374	constant	1 per confirmed pow solution	none		17442.|34844.|52692.|70558.|88093.|105599.|124135.|141720.|158712.|177873.	26.407844812		
honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	bk+ll	4	Bₖ with less leader modification with k=4	60.	15.	1000000	18095|36012|54477|72842|90841|108910|127724|145697|163028|182374	block	1 per confirmed block	none		4317.|8775.|13007.|17782.|21967.|26366.|31016.|35438.|39565.|44684.	27.956745944		
honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	bk+ll	8	Bₖ with less leader modification with k=8	60.	7.5	1000000	17879|36259|54336|72895|90811|109502|126989|145606|163560|182163	constant	1 per confirmed pow solution	none		17220.|34950.|52533.|70574.|87978.|106262.|123286.|141679.|159199.|177679.	13.167593237		
honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	bk+ll	8	Bₖ with less leader modification with k=8	60.	7.5	1000000	17879|36259|54336|72895|90811|109502|126989|145606|163560|182163	block	1 per confirmed block	none		2142.|4270.|6368.|8819.|10884.|13270.|15310.|17809.|20190.|22358.	14.033253918		
honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	bk+ll	8	Bₖ with less leader modification with k=8	120.	15.	1000000	18109|36212|54460|72962|90925|109047|126861|145649|162960|182815	constant	1 per confirmed pow solution	none		17786.|35612.|53575.|71788.|89501.|107345.|125020.|143688.|160685.|180488.	12.521511722		
honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	bk+ll	8	Bₖ with less leader modification with k=8	120.	15.	1000000	18109|36212|54460|72962|90925|109047|126861|145649|162960|182815	block	1 per confirmed block	none		2250.|4464.|6660.|9018.|11291.|13385.|15485.|17962.|20158.|22513.	13.351148179		
honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	bk+ll	4	Bₖ with less leader modification with k=4	300.	75.	1000000	18095|36012|54477|72842|90841|108910|127724|145697|163028|182374	constant	1 per confirmed pow solution	none		17943.|35731.|54097.|72375.|90250.|108280.|127022.|144869.|162114.|181431.	25.964565307		
honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	bk+ll	4	Bₖ with less leader modification with k=4	300.	75.	1000000	18095|36012|54477|72842|90841|108910|127724|145697|163028|182374	block	1 per confirmed block	none		4446.|8699.|13636.|18245.|22600.|27086.|31852.|36150.|40620.|45194.	27.51795566		
honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	bk+ll	4	Bₖ with less leader modification with k=4	600.	150.	1000000	18095|36012|54477|72842|90841|108910|127724|145697|163028|182374	constant	1 per confirmed pow solution	none		18031.|35888.|54309.|72601.|90536.|108565.|127380.|145287.|162571.|181892.	26.250624451		
honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	bk+ll	4	Bₖ with less leader modification with k=4	600.	150.	1000000	18095|36012|54477|72842|90841|108910|127724|145697|163028|182374	block	1 per confirmed block	none		4529.|8908.|13689.|18058.|22717.|27372.|31702.|36246.|40396.|45648.	27.65201792		
honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	bk	2	Bₖ with k=2	120.	60.	1000000	18283|36265|54799|72852|90823|109389|127684|145081|163257|181567	constant	1 per confirmed pow solution	none		18042.|35803.|54112.|71981.|89734.|108117.|126185.|143455.|161476.|179673.	46.870751806		
honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	bk	2	Bₖ with k=2	120.	60.	1000000	18283|36265|54799|72852|90823|109389|127684|145081|163257|181567	block	1 per confirmed block	none		9066.|17895.|27377.|36059.|44964.|54162.|62925.|71624.|80532.|89685.	48.283547112		
honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	bk	1	Bₖ with k=1	30.	30.	1000000	18067|36552|54663|72357|90827|109400|127607|145149|164015|181363	constant	1 per confirmed pow solution	none		17392.|35274.|52676.|69866.|87795.|105775.|123403.|140469.|158840.|175883.	46.393630908		
honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	bk	1	Bₖ with k=1	30.	30.	1000000	18067|36552|54663|72357|90827|109400|127607|145149|164015|181363	block	1 per confirmed block	none		17392.|35274.|52676.|69866.|87795.|105775.|123403.|140469.|158840.|175883.	48.632424752		
honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	bk+ll	8	Bₖ with less leader modification with k=8	600.	75.	1000000	18113|36208|54456|72959|90936|109052|126858|145653|162947|182818	constant	1 per confirmed pow solution	none		18048.|36070.|54285.|72726.|90658.|108743.|126495.|145240.|162513.|182374.	13.975376981		
honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	bk+ll	8	Bₖ with less leader modification with k=8	600.	75.	1000000	18113|36208|54456|72959|90936|109052|126858|145653|162947|182818	block	1 per confirmed block	none		2236.|4500.|6782.|9121.|11389.|13713.|15756.|18043.|20121.|22983.	15.105956412		
honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	george	4	George's protocol with k=4	300.	75.	1000000	18095|36012|54477|72842|90841|108910|127724|145697|163028|182374	constant	max k per confirmed block, d/k per pow solution on longest chain of votes (d ∊ 1..k = height since last block)	none		17943.|35728.|54100.|72381.|90248.|108282.|127022.|144864.|162113.|181431.	22.867713564		
honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	george	4	George's protocol with k=4	300.	75.	1000000	18095|36012|54477|72842|90841|108910|127724|145697|163028|182374	discount	1 per confirmed pow solution	none		17840.|35514.5|53772.|71966.|89728.75|107659.25|126280.|144034.75|161203.5|180426.25	24.753137622		
honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	george	4	George's protocol with k=4	300.	75.	1000000	18095|36012|54477|72842|90841|108910|127724|145697|163028|182374	punish	max k per confirmed block, 1 per pow solution on longest chain of votes	none		17809.|35501.|53756.|71949.|89731.|107630.|126304.|144029.|161243.|180473.	26.259716059		
honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	george	4	George's protocol with k=4	300.	75.	1000000	18095|36012|54477|72842|90841|108910|127724|145697|163028|182374	hybrid	max k per confirmed block, d/k per pow solution on longest chain of votes (d ∊ 1..k = height since last block)	none		17739.75|35344.5|53514.25|71642.5|89342.|107171.|125742.5|143409.5|160551.75|179709.	27.864331822		
honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	george	4	George's protocol with k=4	300.	75.	1000000	18095|36012|54477|72842|90841|108910|127724|145697|163028|182374	block	1 per confirmed block	none		4446.|8698.|13636.|18245.|22600.|27086.|31851.|36150.|40621.|45195.	28.657092377		
honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	george	4	George's protocol with k=4	60.	15.	1000000	18095|36012|54477|72842|90841|108910|127724|145697|163028|182374	constant	max k per confirmed block, d/k per pow solution on longest chain of votes (d ∊ 1..k = height since last block)	none		17435.|34811.|52700.|70578.|88069.|105618.|124124.|141712.|158707.|177910.	23.595019122		
honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	george	4	George's protocol with k=4	60.	15.	1000000	18095|36012|54477|72842|90841|108910|127724|145697|163028|182374	discount	1 per confirmed pow solution	none		16916.75|33818.75|51199.25|68596.|85591.25|102717.5|120774.5|137864.25|154484.|173294.75	25.676973677		
honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	george	4	George's protocol with k=4	60.	15.	1000000	18095|36012|54477|72842|90841|108910|127724|145697|163028|182374	punish	max k per confirmed block, 1 per pow solution on longest chain of votes	none		16859.|33690.|51115.|68503.|85485.|102695.|120840.|137827.|154591.|173652.	27.616432753		
honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	george	4	George's protocol with k=4	60.	15.	1000000	18095|36012|54477|72842|90841|108910|127724|145697|163028|182374	hybrid	max k per confirmed block, d/k per pow solution on longest chain of votes (d ∊ 1..k = height since last block)	none		16487.25|32985.|50019.25|67053.|83669.|100542.25|118333.|134972.75|151417.5|170127.75	29.206599548		
honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	george	4	George's protocol with k=4	60.	15.	1000000	18095|36012|54477|72842|90841|108910|127724|145697|163028|182374	block	1 per confirmed block	none		4319.|8774.|13007.|17784.|21962.|26352.|31027.|35438.|39573.|44680.	30.209937513		
honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	george	4	George's protocol with k=4	600.	150.	1000000	18095|36012|54477|72842|90841|108910|127724|145697|163028|182374	constant	max k per confirmed block, d/k per pow solution on longest chain of votes (d ∊ 1..k = height since last block)	none		18030.|35889.|54310.|72599.|90538.|108564.|127377.|145288.|162572.|181893.	22.399205431		
honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	george	4	George's protocol with k=4	600.	150.	1000000	18095|36012|54477|72842|90841|108910|127724|145697|163028|182374	discount	1 per confirmed pow solution	none		17979.5|35777.5|54142.25|72378.75|90264.25|108238.5|127002.75|144859.5|162109.75|181402.25	24.520136249		
honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	george	4	George's protocol with k=4	600.	150.	1000000	18095|36012|54477|72842|90841|108910|127724|145697|163028|182374	punish	max k per confirmed block, 1 per pow solution on longest chain of votes	none		17956.|35766.|54117.|72366.|90277.|108233.|127024.|144879.|162111.|181426.	26.226747447		
honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	george	4	George's protocol with k=4	600.	150.	1000000	18095|36012|54477|72842|90841|108910|127724|145697|163028|182374	hybrid	max k per confirmed block, d/k per pow solution on longest chain of votes (d ∊ 1..k = height since last block)	none		17924.|35685.25|53997.5|72204.|90068.5|107990.25|126738.25|144553.|161764.|181052.	28.024258149		
honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	george	4	George's protocol with k=4	600.	150.	1000000	18095|36012|54477|72842|90841|108910|127724|145697|163028|182374	block	1 per confirmed block	none		4529.|8908.|13689.|18058.|22718.|27372.|31701.|36246.|40396.|45648.	28.928410578		
honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	bk	4	Bₖ with k=4	30.	7.5	1000000	18278|36530|54679|72793|91115|108290|127298|145916|163365|181736	constant	1 per confirmed pow solution	none		17241.|34502.|51738.|68951.|86343.|102903.|121009.|138983.|155725.|173529.	36.003227053		
honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	bk	4	Bₖ with k=4	30.	7.5	1000000	18278|36530|54679|72793|91115|108290|127298|145916|163365|181736	block	1 per confirmed block	none		4349.|8621.|12941.|17350.|21571.|25744.|30089.|34929.|38832.|43305.	38.180284665		
honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	bk+ll	8	Bₖ with less leader modification with k=8	300.	37.5	1000000	17879|36259|54336|72895|90811|109502|126989|145606|163560|182163	constant	1 per confirmed pow solution	none		17763.|35990.|53995.|72444.|90280.|108821.|126208.|144764.|162717.|181258.	16.480340087		
honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	bk+ll	8	Bₖ with less leader modification with k=8	300.	37.5	1000000	17879|36259|54336|72895|90811|109502|126989|145606|163560|182163	block	1 per confirmed block	none		2252.|4566.|6761.|8975.|11254.|13703.|15678.|18123.|20433.|22535.	17.611625379		
honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	george	4	George's protocol with k=4	120.	30.	1000000	18095|36012|54477|72842|90841|108910|127724|145697|163028|182374	constant	max k per confirmed block, d/k per pow solution on longest chain of votes (d ∊ 1..k = height since last block)	none		17771.|35393.|53579.|71698.|89432.|107231.|125883.|143655.|160838.|180068.	23.505971886		
honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	george	4	George's protocol with k=4	120.	30.	1000000	18095|36012|54477|72842|90841|108910|127724|145697|163028|182374	discount	1 per confirmed pow solution	none		17494.5|34883.5|52790.|70684.|88155.25|105708.25|124118.25|141608.5|158615.25|177624.5	25.578228528		
honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	george	4	George's protocol with k=4	120.	30.	1000000	18095|36012|54477|72842|90841|108910|127724|145697|163028|182374	punish	max k per confirmed block, 1 per pow solution on longest chain of votes	none		17445.|34829.|52705.|70647.|88097.|105684.|124184.|141648.|158726.|177717.	27.376035326		
